,Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,PTS/M,TRB/M,AST/M,STL/M,BLK/M,Stats/M,Year
296,10,Pascal Siakam,25,TOR,0.0,17.0,1010,0.017,60,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,0.6505681818181818,0.20738636363636362,0.09943181818181818,0.028409090909090908,0.025568181818181816,1.0113636363636362,2020
297,11,Jimmy Butler,30,MIA,0.0,9.0,1010,0.009,58,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,9.0,0.221,0.5887573964497042,0.19822485207100593,0.1775147928994083,0.053254437869822494,0.01775147928994083,1.0355029585798818,2020
298,12,Jayson Tatum,21,BOS,0.0,1.0,1010,0.001,66,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,0.6822157434402333,0.20408163265306123,0.08746355685131196,0.04081632653061225,0.02623906705539359,1.0408163265306123,2020
299,1,Nikola Jokić,25,DEN,91.0,971.0,1010,0.961,72,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,0.7630057803468208,0.31213872832369943,0.23988439306358383,0.03757225433526012,0.020231213872832367,1.3728323699421967,2021
300,2,Joel Embiid,26,PHI,1.0,586.0,1010,0.58,51,31.1,28.5,10.6,2.8,1.0,1.4,0.513,0.377,0.859,8.8,0.266,0.9163987138263665,0.3408360128617363,0.090032154340836,0.03215434083601286,0.045016077170418,1.4244372990353695,2021
301,3,Stephen Curry,32,GSW,5.0,453.0,1010,0.449,63,34.2,32.0,5.5,5.8,1.2,0.1,0.482,0.421,0.916,9.0,0.201,0.935672514619883,0.1608187134502924,0.1695906432748538,0.03508771929824561,0.0029239766081871343,1.3040935672514617,2021
302,4,Giannis Antetokounmpo,26,MIL,1.0,348.0,1010,0.345,61,33.0,28.1,11.0,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,0.8515151515151516,0.3333333333333333,0.1787878787878788,0.03636363636363636,0.03636363636363636,1.4363636363636363,2021
303,5,Chris Paul,35,PHO,2.0,139.0,1010,0.138,70,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,0.5222929936305732,0.14331210191082802,0.2834394904458599,0.044585987261146494,0.009554140127388535,1.0031847133757963,2021
304,6,Luka Dončić,21,DAL,0.0,42.0,1010,0.042,66,34.3,27.7,8.0,8.6,1.0,0.5,0.479,0.35,0.73,7.7,0.163,0.8075801749271138,0.23323615160349856,0.25072886297376096,0.02915451895043732,0.01457725947521866,1.3352769679300294,2021
305,7,Damian Lillard,30,POR,0.0,38.0,1010,0.038,67,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,10.4,0.209,0.8044692737430168,0.11731843575418996,0.20949720670391064,0.025139664804469275,0.008379888268156424,1.1648044692737431,2021
306,8,Julius Randle,26,NYK,0.0,20.0,1010,0.02,71,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,0.6409574468085106,0.2712765957446808,0.15957446808510636,0.023936170212765957,0.007978723404255319,1.1037234042553192,2021
307,9,Derrick Rose,32,TOT,1.0,10.0,1010,0.01,50,25.6,14.7,2.6,4.2,1.0,0.4,0.47,0.388,0.866,3.1,0.118,0.5742187499999999,0.1015625,0.1640625,0.0390625,0.015625,0.8945312499999999,2021
308,10,Rudy Gobert,28,UTA,0.0,8.0,1010,0.008,71,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,0.4642857142857143,0.4383116883116883,0.04220779220779221,0.01948051948051948,0.08766233766233766,1.051948051948052,2021
309,11,Russell Westbrook,32,WAS,0.0,5.0,1010,0.005,65,36.4,22.2,11.5,11.7,1.4,0.4,0.439,0.315,0.656,3.7,0.075,0.6098901098901099,0.3159340659340659,0.3214285714285714,0.038461538461538464,0.01098901098901099,1.2967032967032968,2021
310,12,Ben Simmons,24,PHI,0.0,3.0,1010,0.003,58,32.4,14.3,7.2,6.9,1.6,0.6,0.557,0.3,0.613,6.0,0.153,0.44135802469135804,0.22222222222222224,0.212962962962963,0.04938271604938272,0.018518518518518517,0.9444444444444445,2021
311,13,James Harden,31,TOT,0.0,1.0,1010,0.001,44,36.6,24.6,7.9,10.8,1.2,0.8,0.466,0.362,0.861,7.0,0.208,0.6721311475409836,0.21584699453551912,0.29508196721311475,0.032786885245901634,0.02185792349726776,1.237704918032787,2021
312,13,LeBron James,36,LAL,0.0,1.0,1010,0.001,45,33.4,25.0,7.7,7.8,1.1,0.6,0.513,0.365,0.698,5.6,0.179,0.7485029940119761,0.23053892215568864,0.23353293413173654,0.03293413173652695,0.017964071856287425,1.2634730538922156,2021
313,13,Kawhi Leonard,29,LAC,0.0,1.0,1010,0.001,52,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,8.8,0.238,0.7272727272727273,0.1906158357771261,0.15249266862170088,0.0469208211143695,0.011730205278592375,1.1290322580645162,2021
314,1,Nikola Jokić,26,DEN,65.0,875.0,1000,0.875,74,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,0.808955223880597,0.4119402985074627,0.23582089552238808,0.04477611940298507,0.026865671641791045,1.528358208955224,2022
315,2,Joel Embiid,27,PHI,26.0,706.0,1000,0.706,68,33.8,30.6,11.7,4.2,1.1,1.5,0.499,0.371,0.814,12.0,0.252,0.9053254437869823,0.34615384615384615,0.12426035502958581,0.03254437869822486,0.044378698224852076,1.4526627218934913,2022
316,3,Giannis Antetokounmpo,27,MIL,9.0,595.0,1000,0.595,67,32.9,29.9,11.6,5.8,1.1,1.4,0.553,0.293,0.722,12.9,0.281,0.9088145896656535,0.3525835866261398,0.1762917933130699,0.033434650455927056,0.0425531914893617,1.5136778115501521,2022
317,4,Devin Booker,25,PHO,0.0,216.0,1000,0.216,68,34.5,26.8,5.0,4.8,1.1,0.4,0.466,0.383,0.868,7.6,0.156,0.7768115942028986,0.14492753623188406,0.1391304347826087,0.0318840579710145,0.011594202898550725,1.1043478260869566,2022
318,5,Luka Dončić,22,DAL,0.0,146.0,1000,0.146,65,35.4,28.4,9.1,8.7,1.2,0.6,0.457,0.353,0.744,7.6,0.159,0.8022598870056498,0.2570621468926554,0.24576271186440676,0.03389830508474576,0.01694915254237288,1.3559322033898304,2022
319,6,Jayson Tatum,23,BOS,0.0,43.0,1000,0.043,76,35.9,26.9,8.0,4.4,1.0,0.6,0.453,0.353,0.853,9.6,0.169,0.7493036211699164,0.22284122562674097,0.12256267409470753,0.02785515320334262,0.016713091922005572,1.139275766016713,2022
320,7,Ja Morant,22,MEM,0.0,10.0,1000,0.01,57,33.1,27.4,5.7,6.7,1.2,0.4,0.493,0.344,0.761,6.7,0.171,0.8277945619335346,0.17220543806646527,0.20241691842900303,0.036253776435045314,0.012084592145015106,1.2507552870090632,2022
321,8,Stephen Curry,33,GSW,0.0,4.0,1000,0.004,64,34.5,25.5,5.2,6.3,1.3,0.4,0.437,0.38,0.923,8.0,0.173,0.7391304347826086,0.15072463768115943,0.1826086956521739,0.03768115942028986,0.011594202898550725,1.1217391304347826,2022
322,9,Chris Paul,36,PHO,0.0,2.0,1000,0.002,65,32.9,14.7,4.4,10.8,1.9,0.3,0.493,0.317,0.837,9.4,0.21,0.44680851063829785,0.13373860182370823,0.32826747720364746,0.057750759878419454,0.00911854103343465,0.9756838905775077,2022
323,10,DeMar DeRozan,32,CHI,0.0,1.0,1000,0.001,76,36.1,27.9,5.2,4.9,0.9,0.3,0.504,0.352,0.877,8.8,0.154,0.7728531855955678,0.1440443213296399,0.13573407202216067,0.024930747922437674,0.008310249307479223,1.0858725761772852,2022
324,10,Kevin Durant,33,BRK,0.0,1.0,1000,0.001,55,37.2,29.9,7.4,6.4,0.9,0.9,0.518,0.383,0.91,8.4,0.198,0.803763440860215,0.1989247311827957,0.17204301075268816,0.024193548387096774,0.024193548387096774,1.2231182795698925,2022
325,10,LeBron James,37,LAL,0.0,1.0,1000,0.001,56,37.2,30.3,8.2,6.2,1.3,1.1,0.524,0.359,0.756,7.5,0.172,0.814516129032258,0.2204301075268817,0.16666666666666666,0.03494623655913978,0.02956989247311828,1.2661290322580645,2022
